CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NO_FANTASIA;NU_ENDERECO;CO_CEP;NU_TELEFONE;NO_EMAIL;CO_ATIVIDADE;TP_UNIDADE;CO_ESTADO_GESTOR;CO_MUNICIPIO_GESTOR;CO_TIPO_UNIDADE;CO_TIPO_ESTABELECIMENTO;CO_CONVENIO;QTProfissionais;NU_CNPJ_ADM;TO_CHAR(DT_VIGENCIA_INICIAL,'DD/MM/YYYY');TO_CHAR(DT_VIGENCIA_FINAL,'DD/MM/YYYY');CO_CPF;NO_REPRESENTANTE;DS_CARGO;DS_E_MAIL;DT_DADOS
2207702324229;2324229;;3;CENTRO FISIOT E REAB ARMANDO CAJUBA;1260;64202060;(86)3224279;;4;39;22;220770;;16.0;1;;;;;;;;;202204
2211002323532;2323532;5522917000170.0;3;LABORATORIO RAUL BACELAR;S/N;64020291;(86)32159190;;4;80;22;221100;;18.0;1;;;;;;;;;202204
2211002323532;2323532;5522917000170.0;3;LABORATORIO RAUL BACELAR;S/N;64020291;(86)32159190;;4;80;22;221100;;18.0;1;;;;;;;;;202204
2211002405474;2405474;;3;CLINICA MONTEIRO;1927;64018010;(86)32293242;;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002405474;2405474;;3;CLINICA MONTEIRO;1927;64018010;(86)32293242;;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002405474;2405474;;3;CLINICA MONTEIRO;1927;64018010;(86)32293242;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211002405474;2405474;;3;CLINICA MONTEIRO;1927;64018010;(86)32293242;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211002405474;2405474;;3;CLINICA MONTEIRO;1927;64018010;(86)32293242;;4;39;22;221100;;18.0;6;;;;;;;;;202204
2202002365308;2365308;;3;LACOB;148;64230000;(86)3631295;;4;39;22;220200;;18.0;2;;;;;;;;;202204
2202002365308;2365308;;3;LACOB;148;64230000;(86)3631295;;4;39;22;220200;;18.0;2;;;;;;;;;202204
2208002365464;2365464;;3;LABORATORIO DE ANAL CLIN ROSEMARY REIS ANTAO;381;64600054;(86)34222094;;4;39;22;220800;;16.0;1;;;;;;;;;202204
2208002365464;2365464;;3;LABORATORIO DE ANAL CLIN ROSEMARY REIS ANTAO;381;64600054;(86)34222094;;4;39;22;220800;;16.0;1;;;;;;;;;202204
2208002365464;2365464;;3;LABORATORIO DE ANAL CLIN ROSEMARY REIS ANTAO;381;64600054;(86)34222094;;4;39;22;220800;;16.0;2;;;;;;;;;202204
2208002324490;2324490;;3;LABORATORIO DE ANALISES CLINICAS DE PICOS MARIA NEIDE;395;64603260;8934221810;;4;39;22;220800;;16.0;2;;;;;;;;;202204
2208002365472;2365472;;3;LAGEAC LABORATORIO GERAL DE ANALISES CLINICAS;734;64600094;(86)34221925;;4;39;22;220800;;16.0;2;;;;;;;;;202204
2208002694360;2694360;;3;LABORATORIO WALDEMAR DE MOURA SANTOS;626;64600000;(89)34222412;;4;39;22;220800;;;1;;;;;;;;;202204
2208002694360;2694360;;3;LABORATORIO WALDEMAR DE MOURA SANTOS;626;64600000;(89)34222412;;4;39;22;220800;;;1;;;;;;;;;202204
2208002694360;2694360;;3;LABORATORIO WALDEMAR DE MOURA SANTOS;626;64600000;(89)34222412;;4;39;22;220800;;;2;;;;;;;;;202204
2208002694360;2694360;;3;LABORATORIO WALDEMAR DE MOURA SANTOS;626;64600000;(89)34222412;;4;39;22;220800;;;6;;;;;;;;;202204
2211002679655;2679655;;3;IAC INSTITUTO DE ANALISES CLINICAS LTDA;490;64001370;(86)2212981;;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002679655;2679655;;3;IAC INSTITUTO DE ANALISES CLINICAS LTDA;490;64001370;(86)2212981;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211002679655;2679655;;3;IAC INSTITUTO DE ANALISES CLINICAS LTDA;490;64001370;(86)2212981;;4;39;22;221100;;18.0;6;;;;;;;;;202204
2210002860910;2860910;6553564000138.0;3;CER II DE SAO JOAO DO PIAUI;S/N;64760000;;;4;39;22;221000;;19.0;1;;;;;;;;;202204
2211002406926;2406926;;3;ICIPI;574;64001250;(86)2215408;;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002406926;2406926;;3;ICIPI;574;64001250;(86)2215408;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211002443856;2443856;;3;LABORATORIO SANACLI LTDA;1976;64001260;(86)2239748;;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002679876;2679876;6553564000138.0;3;LABORATORIO DE CITOPATOLOGIA SESAPI;1510;64000120;(86)2212952;carolfortes2020@outlook.com;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002679876;2679876;6553564000138.0;3;LABORATORIO DE CITOPATOLOGIA SESAPI;1510;64000120;(86)2212952;carolfortes2020@outlook.com;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002819880;2819880;;3;MULTIMAGEM LTDA;616;64001450;(86)2213444;;4;39;22;221100;;;2;;;;;;;;;202204
2211003038718;3038718;;3;ENDOGASTRO SC;352;64001370;(86)2218742;;4;39;22;221100;;16.0;2;;;;;;;;;202204
2211003038750;3038750;;3;FEMINA;1543;64001280;(86)2219393;;4;39;22;221100;;;2;;;;;;;;;202204
2211003038750;3038750;;3;FEMINA;1543;64001280;(86)2219393;;4;39;22;221100;;;2;;;;;;;;;202204
2211005990351;5990351;;3;PREV ANALISES;1716;64001160;;;4;39;22;221100;;;2;;;;;;;;;202204
2211005990351;5990351;;3;PREV ANALISES;1716;64001160;;;4;39;22;221100;;;6;;;;;;;;;202204
2205500885649;885649;;3;LAB CLINICA SAUDE;31;64110000;86 98239452;;4;39;22;220550;;18.0;2;;;;;;;;;202204
2208403834840;3834840;2601314000175.0;3;CENTRO DE TESTAGEM E ACONSELHAMENTO CTA DE PIRIPIRI;580;64260000;(86)32762179;sms@piripiri.pi.gov.br;4;39;22;220840;;18.0;1;;;;;;;;;202204
2204300845027;845027;3543912000106.0;3;LABORATORIO DE PROTESE DENTARIA LAB MASTER;10;64690000;89 99196189;contapicos@hotmail.com;4;39;22;220430;;20.0;1;;;;;;;;;202204
2204300845027;845027;3543912000106.0;3;LABORATORIO DE PROTESE DENTARIA LAB MASTER;10;64690000;89 99196189;contapicos@hotmail.com;4;39;22;220430;;20.0;1;;;;;;;;;202204
2207100929778;929778;1612595000107.0;3;LRPD DE OLHO DAGUA DO PIAUI;659;64468000;;smsolhodaguapi@gmail.com;4;39;22;220710;;20.0;1;;;;;;;;;202204
2204654008928;4008928;;3;LACIG;192;64224000;;;4;39;22;220465;;18.0;2;;;;;;;;;202204
2211002406462;2406462;;3;HECLAN;1716;64001160;(86)2233867;;4;39;22;221100;;;2;;;;;;;;;202204
2205102766892;2766892;;3;LAB ANAL CL ENEAS MAIA NETO LABOFLOR;450;64820000;;;4;39;22;220510;;18.0;1;;;;;;;;;202204
2205102766892;2766892;;3;LAB ANAL CL ENEAS MAIA NETO LABOFLOR;450;64820000;;;4;39;22;220510;;18.0;1;;;;;;;;;202204
2205102766892;2766892;;3;LAB ANAL CL ENEAS MAIA NETO LABOFLOR;450;64820000;;;4;39;22;220510;;18.0;2;;;;;;;;;202204
2200409084800;9084800;2807243000161.0;3;LRPD DE ALTOS;2280;64290000;0862621137;smsaltos@hotmail.com;4;39;22;220040;;20.0;1;;;;;;;;;202204
2211009256865;9256865;;3;VITAL DIAGNOSTICOS;2040;64001160;(86)30851777;;4;39;22;221100;;;2;;;;;;;;;202204
2211009072098;9072098;;3;INFOLAB ANALISES CLINICAS LABORATORIAIS;701;64001350;8699924-9332;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2207709094261;9094261;;3;LABORATORIO MED ANALISES;867;64200200;86 33212738;;4;39;22;220770;;16.0;1;;;;;;;;;202204
2207709094261;9094261;;3;LABORATORIO MED ANALISES;867;64200200;86 33212738;;4;39;22;220770;;16.0;2;;;;;;;;;202204
2207709094261;9094261;;3;LABORATORIO MED ANALISES;867;64200200;86 33212738;;4;39;22;220770;;16.0;6;;;;;;;;;202204
2207706951589;6951589;;3;ARTCERAM;1227;64200420;(86)3322-3571;;4;39;22;220770;;16.0;1;;;;;;;;;202204
2208403563057;3563057;;3;FISIOCON CLINICA DE FISIOTERAPIA NOSSA SENHORA DA CONCEICAO;202;64260000;(86)32762651;;4;39;22;220840;;15.0;2;;;;;;;;;202204
2204302324520;2324520;;3;LAB DE ANAL CLIN DE FRONTEIRAS LTDA;0377;64690000;;;4;39;22;220430;;;1;;;;;;;;;202204
2204302324520;2324520;;3;LAB DE ANAL CLIN DE FRONTEIRAS LTDA;0377;64690000;;;4;39;22;220430;;;1;;;;;;;;;202204
2208657032943;7032943;;3;DENTAL QUEIMADA NOVA;290;64758000;;;4;39;22;220865;;20.0;2;;;;;;;;;202204
2207703295222;3295222;;3;CLINICA DE IMAGEM DIAGNOSTICO;596;64200907;(86)3211001;;4;39;22;220770;;16.0;1;;;;;;;;;202204
2207703295222;3295222;;3;CLINICA DE IMAGEM DIAGNOSTICO;596;64200907;(86)3211001;;4;39;22;220770;;16.0;2;;;;;;;;;202204
2210602365138;2365138;;3;LABORATORIO ANALISES CLIN ESP N SENHORA DE FATIMA;585;64770000;(86)5821041;;4;39;22;221060;;18.0;2;;;;;;;;;202204
2210602365138;2365138;;3;LABORATORIO ANALISES CLIN ESP N SENHORA DE FATIMA;585;64770000;(86)5821041;;4;39;22;221060;;18.0;2;;;;;;;;;202204
2210703511995;3511995;;3;LABORATORIO DE ANALISES CLINICAS LAC;389;64585000;(89)94561505;;4;39;22;221070;;18.0;1;;;;;;;;;202204
2210703511995;3511995;;3;LABORATORIO DE ANALISES CLINICAS LAC;389;64585000;(89)94561505;;4;39;22;221070;;18.0;2;;;;;;;;;202204
2210703511995;3511995;;3;LABORATORIO DE ANALISES CLINICAS LAC;389;64585000;(89)94561505;;4;39;22;221070;;18.0;2;;;;;;;;;202204
2208406493068;6493068;;3;LABORATORIO DE ANALISES CLINICAS MED EXAME;610;64260000;86 32765005;;4;39;22;220840;;18.0;1;;;;;;;;;202204
2208406493068;6493068;;3;LABORATORIO DE ANALISES CLINICAS MED EXAME;610;64260000;86 32765005;;4;39;22;220840;;18.0;2;;;;;;;;;202204
2208406493068;6493068;;3;LABORATORIO DE ANALISES CLINICAS MED EXAME;610;64260000;86 32765005;;4;39;22;220840;;18.0;6;;;;;;;;;202204
2211003111911;3111911;;3;ENDOCARDIO;616;64001450;(86);;4;39;22;221100;;;2;;;;;;;;;202204
2211002323419;2323419;;3;ESPACO IMAGEM;1000;64046010;(86) 2302421;sergiomazoni@uol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002323419;2323419;;3;ESPACO IMAGEM;1000;64046010;(86) 2302421;sergiomazoni@uol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002323419;2323419;;3;ESPACO IMAGEM;1000;64046010;(86) 2302421;sergiomazoni@uol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211002323419;2323419;;3;ESPACO IMAGEM;1000;64046010;(86) 2302421;sergiomazoni@uol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202204
2201906691889;6691889;;3;CMDI CENTRO MEDICO DE DIAGNOSTICO POR IMAGEM;505;64900000;89)35622635-81356086;cmdibomjesus@hotmail.com;4;39;22;220190;;18.0;6;;;;;;;;;202204
2207703220451;3220451;;3;CEPACC;760;64200280;(86)3211955;;4;39;22;220770;;16.0;1;;;;;;;;;202204
2207703220451;3220451;;3;CEPACC;760;64200280;(86)3211955;;4;39;22;220770;;16.0;2;;;;;;;;;202204
2207003542564;3542564;;3;CITOLAB;235;64500000;89 34621076;citolab.oeiras@hotmail.com;4;39;22;220700;;18.0;1;;;;;;;;;202204
2207003542564;3542564;;3;CITOLAB;235;64500000;89 34621076;citolab.oeiras@hotmail.com;4;39;22;220700;;18.0;2;;;;;;;;;202204
2211003025365;3025365;;3;LABORATORIO EXAME TERESINA;87;64000390;(86)21065959;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211003025365;3025365;;3;LABORATORIO EXAME TERESINA;87;64000390;(86)21065959;;4;39;22;221100;;18.0;5;;;;;;;;;202204
2211003025365;3025365;;3;LABORATORIO EXAME TERESINA;87;64000390;(86)21065959;;4;39;22;221100;;18.0;6;;;;;;;;;202204
2207803024202;3024202;;3;BETESDA LABORATORIO DE ANALISES CLINICAS;255;64750000;(89) 4871777;;4;39;22;220780;;18.0;1;;;;;;;;;202204
2207803024202;3024202;;3;BETESDA LABORATORIO DE ANALISES CLINICAS;255;64750000;(89) 4871777;;4;39;22;220780;;18.0;1;;;;;;;;;202204
2207803024202;3024202;;3;BETESDA LABORATORIO DE ANALISES CLINICAS;255;64750000;(89) 4871777;;4;39;22;220780;;18.0;2;;;;;;;;;202204
2207803024202;3024202;;3;BETESDA LABORATORIO DE ANALISES CLINICAS;255;64750000;(89) 4871777;;4;39;22;220780;;18.0;2;;;;;;;;;202204
2207803024202;3024202;;3;BETESDA LABORATORIO DE ANALISES CLINICAS;255;64750000;(89) 4871777;;4;39;22;220780;;18.0;6;;;;;;;;;202204
2207803024202;3024202;;3;BETESDA LABORATORIO DE ANALISES CLINICAS;255;64750000;(89) 4871777;;4;39;22;220780;;18.0;6;;;;;;;;;202204
2207802314835;2314835;2433931000109.0;3;LABORATORIO MUNICIPAL;185;64750000;;smspaulistana-pi@hotmail.com;4;39;22;220780;;18.0;1;;;;;;;;;202204
2206407268548;7268548;6554877000534.0;3;LRPD DE MONSENHOR GIL;102;64450000;;sms.mgil@gmail.com;4;39;22;220640;;20.0;1;;;;;;;;;202204
2202057268505;7268505;2800976000174.0;3;LABORATORIO DE PROTESE DENTARIA DE CABECEIRAS DO PIAUI;S/N;64105000;(86)81436510;betania.monteiro@hotmail.com;4;39;22;220205;;;1;;;;;;;;;202204
2203807484097;7484097;6554158000190.0;3;LRPD DE FLORES DO PIAUI;S/N;64815000;;;4;39;22;220380;;20.0;1;;;;;;;;;202204
2208657274033;7274033;2676035000170.0;3;LRPD QUEIMADA NOVA;S/N;64758000;;;4;39;22;220865;;20.0;1;;;;;;;;;202204
2211007285930;7285930;;3;LABORATORIO DE PROTESE ODONTOLOGICA LAPRODONTO;398;64004800;(86)32256778/99948429;mario_protetico@hotmail.com;4;39;22;221100;;20.0;1;;;;;;;;;202204
2211007285930;7285930;;3;LABORATORIO DE PROTESE ODONTOLOGICA LAPRODONTO;398;64004800;(86)32256778/99948429;mario_protetico@hotmail.com;4;39;22;221100;;20.0;1;;;;;;;;;202204
2211007285930;7285930;;3;LABORATORIO DE PROTESE ODONTOLOGICA LAPRODONTO;398;64004800;(86)32256778/99948429;mario_protetico@hotmail.com;4;39;22;221100;;20.0;2;;;;;;;;;202204
2207557275056;7275056;2389819000118.0;3;LABORATORIO DE PROTESE DENTARIA DE PAQUETA;439;64618000;(89)34240041;sms.paquetapi@hotmail.com;4;39;22;220755;;20.0;1;;;;;;;;;202204
2211006699847;6699847;;3;PINGO DE AR;699;64049440;8633024903;mariaclarinhanapoleao@hotmail.com;4;39;22;221100;;;2;;;;;;;;;202204
2211006699847;6699847;;3;PINGO DE AR;699;64049440;8633024903;mariaclarinhanapoleao@hotmail.com;4;39;22;221100;;;5;;;;;;;;;202204
2211006699847;6699847;;3;PINGO DE AR;699;64049440;8633024903;mariaclarinhanapoleao@hotmail.com;4;39;22;221100;;;6;;;;;;;;;202204
2204807284535;7284535;1720262000193.0;3;LABORATORIO DE PROTESE DENTARIO;S/N;64540000;;;4;39;22;220480;;20.0;1;;;;;;;;;202204
2211006603440;6603440;;3;LABORATORIO ADONAI;1455;64001260;8632214061;labadonai@hotmail.com;4;39;22;221100;;;2;;;;;;;;;202204
2211007262256;7262256;;3;PRO ODONTOLOGIA;1268;64003265;86 88535047;prodontologia@hotmail.com;4;39;22;221100;;20.0;1;;;;;;;;;202204
2211007262256;7262256;;3;PRO ODONTOLOGIA;1268;64003265;86 88535047;prodontologia@hotmail.com;4;39;22;221100;;20.0;1;;;;;;;;;202204
2211007262256;7262256;;3;PRO ODONTOLOGIA;1268;64003265;86 88535047;prodontologia@hotmail.com;4;39;22;221100;;20.0;6;;;;;;;;;202204
2202707284292;7284292;6553895000178.0;3;LABORATORIO REGIONAL DE PROTESE DENTARIA LRPD COCAL;S/N;64235000;8633621341;;4;39;22;220270;;20.0;1;;;;;;;;;202204
2203906643469;6643469;;3;CIAMOLAB;1115;64800280;(89)-3521-3080;JPBIOQUIMICO@HOTMAIL.COM;4;39;22;220390;;18.0;1;;;;;;;;;202204
2203906643469;6643469;;3;CIAMOLAB;1115;64800280;(89)-3521-3080;JPBIOQUIMICO@HOTMAIL.COM;4;39;22;220390;;18.0;2;;;;;;;;;202204
2208006638945;6638945;;3;BIOCENTER LABORATORIO DE ANALISES CLINICAS;200;64600028;34221861;;4;39;22;220800;;16.0;1;;;;;;;;;202204
2208006638945;6638945;;3;BIOCENTER LABORATORIO DE ANALISES CLINICAS;200;64600028;34221861;;4;39;22;220800;;16.0;2;;;;;;;;;202204
2208006638945;6638945;;3;BIOCENTER LABORATORIO DE ANALISES CLINICAS;200;64600028;34221861;;4;39;22;220800;;16.0;6;;;;;;;;;202204
2211006456960;6456960;;3;UNILAB;1806;64001280;863217-7799;unilab@unilabteresina.com.br;4;39;22;221100;;;2;;;;;;;;;202204
2211006456960;6456960;;3;UNILAB;1806;64001280;863217-7799;unilab@unilabteresina.com.br;4;39;22;221100;;;5;;;;;;;;;202204
2211006456960;6456960;;3;UNILAB;1806;64001280;863217-7799;unilab@unilabteresina.com.br;4;39;22;221100;;;6;;;;;;;;;202204
2204307717156;7717156;3543912000106.0;3;LABORATORIO MUNICIPAL DE PROTESES DENTARIAS;471;64690000;;;4;39;22;220430;;20.0;1;;;;;;;;;202204
2209857649517;7649517;2320728000126.0;3;LABORATORIO DE PROTESE DENTARIA SAO JOAO DA CANABRAVA;S/N;64635000;89 3429 1302;saudecanabrava@hotmail.com;4;39;22;220985;;20.0;1;;;;;;;;;202204
2200809980792;9980792;2963537000182.0;3;LRPD DE ANTONIO ALMEIDA;10;64855000;;antalmeidasaude@hotmail.com;4;39;22;220080;;20.0;1;;;;;;;;;202204
2210006616631;6616631;;3;LABORATORIO DE ANALISES CLINICAS MANOEL BARBOSA;808;64760000;;laboratoriomanoelbarbosa@gmail.com;4;39;22;221000;;18.0;2;;;;;;;;;202204
2208306258018;6258018;6553887000555.0;3;CEFIPI CENTRO DE FISIOTERAPIA DE PIRACURUCA;1;64240000;86-33432226;smspiracuruca@saude.pi.gov.br;4;39;22;220830;;15.0;1;;;;;;;;;202204
2208305006538;5006538;;3;BRILAC BRITO LABORATORIO DE ANALISES CLINICAS;1075;64240000;8633431811;;4;39;22;220830;;22.0;2;;;;;;;;;202204
2208305006538;5006538;;3;BRILAC BRITO LABORATORIO DE ANALISES CLINICAS;1075;64240000;8633431811;;4;39;22;220830;;22.0;2;;;;;;;;;202204
2208305006538;5006538;;3;BRILAC BRITO LABORATORIO DE ANALISES CLINICAS;1075;64240000;8633431811;;4;39;22;220830;;22.0;6;;;;;;;;;202204
2209957962339;7962339;2321216000184.0;3;LRPD DE SAO JOAO DA VARJOTA;S/N;64510000;;;4;39;22;220995;;20.0;1;;;;;;;;;202204
2209009873996;9873996;6554166000560.0;3;LRPD DE RIO GRANDE;S/N;64835000;;;4;39;22;220900;;16.0;1;;;;;;;;;202204
2211009806148;9806148;;3;BIOANALISE AGUA MINERAL;4316;64006245;8632158585;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2207357967241;7967241;1612602000162.0;3;LRPD DE PAJEU DO PIAUI;S/N;64898000;8935320105;smspajeu@gmail.com;4;39;22;220735;;20.0;1;;;;;;;;;202204
2202307949197;7949197;;3;LABORATORIO DE ANALISE CLINICAS EXAMINAR;389;64890000;8935311699;emanuelwesley1@hotmail.com;4;39;22;220230;;18.0;2;;;;;;;;;202204
2211009687823;9687823;;3;UNIDADE MEDICAL;670;64001450;8630848890;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211009687823;9687823;;3;UNIDADE MEDICAL;670;64001450;8630848890;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211006489664;6489664;;3;ESTIMULOS FISIOTERAPIA E SAUDE;2212;64049375;(86)32337950;;4;39;22;221100;;;2;;;;;;;;;202204
2211006489664;6489664;;3;ESTIMULOS FISIOTERAPIA E SAUDE;2212;64049375;(86)32337950;;4;39;22;221100;;;6;;;;;;;;;202204
2211002443872;2443872;;3;LABORATORIO DR BAIAO AZEVEDO;2189;64001120;(86)2229495;;4;39;22;221100;;;2;;;;;;;;;202204
2211002593645;2593645;;3;CLINICAN;1380;64000170;(86)32173340;clinicanthe@bol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211003025373;3025373;;3;FISIOVIDA;3292;64009330;(86)2141314;;4;39;22;221100;;;2;;;;;;;;;202204
2211003037843;3037843;;3;CRP;1985;64001260;(86 )3222 8512;;4;39;22;221100;;;2;;;;;;;;;202204
2211003043266;3043266;;3;CORDIS;725;64000390;(86)2210455;;4;39;22;221100;;16.0;2;;;;;;;;;202204
2211003043266;3043266;;3;CORDIS;725;64000390;(86)2210455;;4;39;22;221100;;16.0;2;;;;;;;;;202204
2211009874097;9874097;;3;BIOANALISE LTDA;2764;64078225;8632158585;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2207009211780;9211780;;3;LABORATORIO DE PROTESE DENTARIA ARTESTETICA;1274;64500000;89994080978;;4;39;22;220700;;20.0;2;;;;;;;;;202204
2205549550895;9550895;2970115000134.0;3;LRPD DE LAGOINHA DO PIAUI;S/N;64465000;;;4;39;22;220554;;20.0;1;;;;;;;;;202204
2211008003645;8003645;;3;BIOANALISE LABORATORIO DE DIAGNOSTICO CLINICO;46;64000470;(86)32158585;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211008003645;8003645;;3;BIOANALISE LABORATORIO DE DIAGNOSTICO CLINICO;46;64000470;(86)32158585;;4;39;22;221100;;18.0;5;;;;;;;;;202204
2211008003645;8003645;;3;BIOANALISE LABORATORIO DE DIAGNOSTICO CLINICO;46;64000470;(86)32158585;;4;39;22;221100;;18.0;6;;;;;;;;;202204
2203350474681;474681;3049185000117.0;3;LRPD DE DIRCEU ARCOVERDE PI;S/N;64785000;;;4;39;22;220335;;16.0;1;;;;;;;;;202204
2211357354371;7354371;41522103000107.0;3;LRPD VARZEA BRANCA;45;64773000;;;4;39;22;221135;;20.0;1;;;;;;;;;202204
2205587420064;7420064;1933070000165.0;3;LABORATORIO DE PROTESE DENTARIO DE LAGOA DO PIAUI;76;64388000;86 32591178;saudelagodopiaui@bol.com.br;4;39;22;220558;;20.0;1;;;;;;;;;202204
2206727469535;7469535;10560403000491.0;3;LABORATORIO DE PROTESE DE NAZARIA;S/N;64415000;;;4;39;22;220672;;20.0;1;;;;;;;;;202204
2202137393024;7393024;1612570000103.0;3;LABORATORIO DE PROTESE DENTARIA LRPD;S/N;64578000;8934760076;;4;39;22;220213;;20.0;1;;;;;;;;;202204
2201737312539;7312539;2433932000153.0;3;LABORATORIO REGIONAL DE PROTESE DENTARIA LRPD;S/N;64753000;(89) 3497-0050;smsbetaniadopiaui@hotmail.com;4;39;22;220173;;20.0;1;;;;;;;;;202204
2205597313764;7313764;2930943000149.0;3;LRPD LAGOA DO SITIO;S/N;64308000;8934671102;smslagoadositio@yaoo.com.br;4;39;22;220559;;20.0;1;;;;;;;;;202204
2200507297092;7297092;6268076000189.0;3;LABORATOIO DE PROTESE DE AMARANTE PI;10000;64400000;86 32921199;;4;39;22;220050;;20.0;1;;;;;;;;;202204
2211009862390;9862390;;3;BIOANALISE SC LTDA HOSPITAL SAO PAULO;1551;64049440;8632158585;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2200607269838;7269838;6554752000180.0;3;LRPD DE ANGICAL DO PIAUI;S/N;64410000;;;4;39;22;220060;;20.0;1;;;;;;;;;202204
2201607269811;7269811;2701953000102.0;3;LRPD DE BENEDITINOS;S/N;64380000;;;4;39;22;220160;;20.0;1;;;;;;;;;202204
2202557270933;7270933;1736654000140.0;3;LRPD DE CARIDADE DO PIAUI;S/N;64590000;;smscaridadepi@saude.pi.gov.br;4;39;22;220255;;20.0;1;;;;;;;;;202204
2211000941050;941050;;3;LABORATORIO EXAME TERESINA;2255;64001160;8621065959;adminsitracao@laboexame.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202204
2200400938289;938289;;3;BIOANALISE LTDA;S/N;64290000;86 32158585;;4;39;22;220040;;18.0;2;;;;;;;;;202204
2205100755567;755567;;3;LABOFLOR;697;64820000;89 99426521;zebrunofiIhohotmaiI.com e udilabofIorhotmaiI.com;4;39;22;220510;;18.0;1;;;;;;;;;202204
2205100755567;755567;;3;LABOFLOR;697;64820000;89 99426521;zebrunofiIhohotmaiI.com e udilabofIorhotmaiI.com;4;39;22;220510;;18.0;2;;;;;;;;;202204
2210009272496;9272496;;3;LR ANALISYS;351;64760000;89 34831904;;4;39;22;221000;;18.0;2;;;;;;;;;202204
2211003269876;3269876;;3;FISIOCLINIC CLINICA DE FISIOTERAPIA LTDA;2160;64001280;(86)2211888;;4;39;22;221100;;16.0;2;;;;;;;;;202204
2211002406314;2406314;;3;CCDT;550;64000290;30298389;;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002406314;2406314;;3;CCDT;550;64000290;30298389;;4;39;22;221100;;18.0;1;;;;;;;;;202204
2211002406314;2406314;;3;CCDT;550;64000290;30298389;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2211002406314;2406314;;3;CCDT;550;64000290;30298389;;4;39;22;221100;;18.0;2;;;;;;;;;202204
2207009211659;9211659;;3;IRIS LAB;995;64500000;89994048513;;4;39;22;220700;;20.0;2;;;;;;;;;202204
2208002694662;2694662;1632094000184.0;3;CENTRO DE TESTAGEM E ACONSELHAMENTO EM DST AIDS;S/N;64600104;(89)4154252;;4;39;22;220800;;16.0;1;;;;;;;;;202204
2208002694662;2694662;1632094000184.0;3;CENTRO DE TESTAGEM E ACONSELHAMENTO EM DST AIDS;S/N;64600104;(89)4154252;;4;39;22;220800;;16.0;1;;;;;;;;;202204
2208002365421;2365421;;3;CLIGAPI;305;64600000;(89)34223108;;4;39;22;220800;;;1;;;;;;;;;202204
2208002365421;2365421;;3;CLIGAPI;305;64600000;(89)34223108;;4;39;22;220800;;;1;;;;;;;;;202204
2208002365421;2365421;;3;CLIGAPI;305;64600000;(89)34223108;;4;39;22;220800;;;6;;;;;;;;;202204
2211003795209;3795209;;3;CITOLAB LABORAT DE CITOPATOL E ANAT PATOLOGICA SC LTDA;2241;64001160;86 3221 1908;;4;39;22;221100;;;2;;;;;;;;;202204
2211003795209;3795209;;3;CITOLAB LABORAT DE CITOPATOL E ANAT PATOLOGICA SC LTDA;2241;64001160;86 3221 1908;;4;39;22;221100;;;6;;;;;;;;;202204
2211303781887;3781887;;3;LAB LABORATORIO DE ANALISES CLINICOS;S/N;64300000;;;4;39;22;221130;;18.0;2;;;;;;;;;202204
2207700850004;850004;;3;LABORATORIO MEIRELLES;978;64200280;86 94088999;;4;39;22;220770;;16.0;1;;;;;;;;;202204
2207700850004;850004;;3;LABORATORIO MEIRELLES;978;64200280;86 94088999;;4;39;22;220770;;16.0;2;;;;;;;;;202204
2210600759317;759317;;3;CLINICA E LABORATORIO SAO JORGE;40;64770000;89 81072104;laboratoriosaojorge.srn@gmail.com;4;39;22;221060;;20.0;2;;;;;;;;;202204
